Date,Open,High,Low,Close,Adj Close,Volume,SMA_50,SMA_200,Daily_Return
2019-12-11,29.09090805053711,29.09090805053711,29.09090805053711,29.09090805053711,24.55695915222168,38289394,,,
2019-12-12,31.983470916748047,31.983470916748047,29.752065658569336,30.41322326660156,25.673187255859375,505692621,,,0.04545458717779827
2019-12-15,30.661157608032227,30.991735458374023,30.41322326660156,30.909090042114254,26.09177017211914,98349281,,,0.016304315105503342
2019-12-16,30.991735458374023,31.48760223388672,30.991735458374023,31.404958724975582,26.510353088378903,105973907,,,0.016042810777855188
2019-12-17,31.446279525756836,31.5289249420166,30.991735458374023,31.198347091674805,26.33595085144043,142672245,,,-0.006578949366249698
2019-12-18,30.991735458374023,31.07438087463379,30.330577850341797,30.330577850341797,25.603422164916992,83822621,,,-0.02781459026605193
2019-12-19,30.330577850341797,30.37190055847168,29.338842391967773,29.338842391967773,24.76625061035156,108120197,,,-0.03269754579907702
2019-12-22,29.42148780822754,29.504131317138672,28.84297561645508,29.173553466796875,24.626726150512695,39709972,,,-0.005633791645990427
2019-12-23,29.173553466796875,29.46280860900879,29.132230758666992,29.42148780822754,24.836021423339844,35098090,,,0.00849859931231367
2019-12-24,29.46280860900879,29.504131317138672,29.173553466796875,29.25619888305664,24.696489334106445,22184338,,,-0.0056179662377466855
2019-12-25,29.25619888305664,29.25619888305664,29.008264541625977,29.09090805053711,24.55695915222168,13572736,,,-0.005649771290530015
2019-12-26,29.049585342407227,29.21487617492676,28.966941833496097,29.21487617492676,24.661611557006836,13863242,,,0.0042614044282940355
2019-12-29,29.173553466796875,29.504131317138672,29.173553466796875,29.25619888305664,24.696489334106445,22966690,,,0.0014144406391611852
2019-12-30,29.25619888305664,29.29751968383789,29.049585342407227,29.049585342407227,24.522083282470703,13147121,,,-0.007062214113162546
2019-12-31,29.049585342407227,29.132230758666992,28.966941833496097,29.132230758666992,24.591842651367188,16332772,,,0.002844977485414235
2020-01-01,29.132230758666992,29.132230758666992,28.966941833496097,29.008264541625977,24.48719596862793,8517342,,,-0.004255294353115557
2020-01-02,29.008264541625977,29.132230758666992,28.966941833496097,29.049585342407227,24.522083282470703,11430744,,,0.001424449253830895
2020-01-05,28.92561912536621,28.92561912536621,28.51239585876465,28.55371856689453,24.103492736816406,25239125,,,-0.017069667937353206
2020-01-06,28.51239585876465,28.55371856689453,28.14049530029297,28.51239585876465,24.06861114501953,23401835,,,-0.0014471918266293349
2020-01-07,28.47107315063477,28.55371856689453,28.223140716552734,28.388429641723633,23.96396827697754,13923075,,,-0.0043478007830376475
2020-01-08,28.09917259216309,28.264461517333984,28.09917259216309,28.264461517333984,23.85931968688965,22150479,,,-0.004366853889214317
2020-01-09,28.388429641723633,28.966941833496097,28.34710693359375,28.92561912536621,24.41742897033691,31310879,,,0.023391834570305026
2020-01-12,28.92561912536621,29.049585342407227,28.55371856689453,28.760330200195312,24.277902603149418,24584632,,,-0.0057142744103253484
2020-01-13,28.760330200195312,28.92561912536621,28.677684783935547,28.71900749206543,24.243024826049805,16978173,,,-0.0014367953303123793
2020-01-14,28.71900749206543,28.801652908325195,28.429752349853516,28.801652908325195,24.312789916992188,12477898,,,0.002877725362988137
2020-01-15,28.760330200195312,28.760330200195312,28.595041275024418,28.677684783935547,24.208139419555664,12987230,,,-0.004304201733985047
2020-01-16,28.677684783935547,28.677684783935547,28.51239585876465,28.595041275024418,24.138378143310547,11523975,,,-0.002881805471180332
2020-01-19,28.595041275024418,28.595041275024418,28.305784225463867,28.388429641723633,23.96396827697754,13254735,,,-0.007225435742988173
2020-01-20,28.34710693359375,28.595041275024418,28.264461517333984,28.595041275024418,24.138378143310547,8756076,,,0.007278022627821512
2020-01-21,28.51239585876465,28.595041275024418,28.388429641723633,28.55371856689453,24.103492736816406,8517485,,,-0.0014451004890130292
2020-01-22,28.47107315063477,28.51239585876465,28.388429641723633,28.47107315063477,24.03373336791992,6215751,,,-0.0028943836532584477
2020-01-23,28.429752349853516,28.47107315063477,28.305784225463867,28.47107315063477,24.03373336791992,7192433,,,0.0
2020-01-26,28.264461517333984,28.388429641723633,28.14049530029297,28.34710693359375,23.92908477783203,9257143,,,-0.0043541111494160845
2020-01-27,28.305784225463867,28.305784225463867,28.14049530029297,28.305784225463867,23.894203186035156,8758776,,,-0.0014577398754196391
2020-01-28,28.264461517333984,28.305784225463867,28.14049530029297,28.305784225463867,23.894203186035156,8813615,,,0.0
2020-01-29,28.18181800842285,28.429752349853516,28.14049530029297,28.429752349853516,23.99884605407715,10761242,,,0.004379603949574706
2020-01-30,28.429752349853516,28.429752349853516,28.223140716552734,28.223140716552734,23.824438095092773,6889782,,,-0.007267444005781054
2020-02-02,28.18181800842285,28.18181800842285,27.97520637512207,28.057851791381836,23.68490982055664,13991469,,,-0.005856503598621776
2020-02-03,27.97520637512207,28.09917259216309,27.933883666992188,28.057851791381836,23.68490982055664,10062499,,,0.0
2020-02-04,28.01652717590332,28.09917259216309,27.892560958862305,27.97520637512207,23.61514663696289,9112708,,,-0.002945536132782256
2020-02-05,27.933883666992188,28.057851791381836,27.76859474182129,27.809917449951172,23.475616455078125,11068032,,,-0.005908407714835917
2020-02-06,27.809917449951172,27.892560958862305,27.520660400390625,27.60330581665039,23.301206588745117,11614195,,,-0.0074294227472129215
2020-02-09,27.561983108520508,28.14049530029297,27.107437133789062,28.14049530029297,23.75467300415039,21426588,,,0.019461056121710785
2020-02-10,28.057851791381836,28.057851791381836,27.727272033691406,27.76859474182129,23.440736770629883,7540306,,,-0.013215849774606103
2020-02-11,27.727272033691406,27.809917449951172,27.561983108520508,27.644628524780273,23.336088180541992,5120739,,,-0.0044642596499243625
2020-02-12,27.60330581665039,27.644628524780273,27.39669418334961,27.438016891479492,23.161678314208984,7201967,,,-0.007473843720329887
2020-02-13,27.438016891479492,27.520660400390625,26.942148208618164,27.355371475219727,23.09191513061523,18688399,,,-0.003012076878100789
2020-02-16,27.355371475219727,27.355371475219727,27.355371475219727,27.355371475219727,23.09191513061523,0,,,0.0
2020-02-17,27.107437133789062,27.438016891479492,27.06611442565918,27.355371475219727,23.09191513061523,9483416,,,0.0
2020-02-18,27.314048767089844,27.520660400390625,27.190082550048828,27.438016891479492,23.161678314208984,6499644,28.692561645507812,,0.0030211768951713402
2020-02-19,27.438016891479492,27.60330581665039,27.39669418334961,27.60330581665039,23.301206588745117,5894103,28.662809600830077,,0.006024084241387895
2020-02-20,27.60330581665039,27.851238250732425,27.520660400390625,27.809917449951172,23.475616455078125,8693188,28.61074348449707,,0.007485032215820864
2020-02-23,27.933883666992188,28.223140716552734,27.685949325561523,28.14049530029297,23.75467300415039,13747169,28.555371589660645,,0.01188704896146242
2020-02-24,28.057851791381836,28.057851791381836,27.479337692260746,27.60330581665039,23.301206588745117,10156974,28.47933853149414,,-0.019089553254486802
2020-02-25,27.438016891479492,27.76859474182129,27.314048767089844,27.685949325561523,23.370973587036133,10346653,28.409090576171874,,0.002993971427193376
2020-02-26,27.520660400390625,27.685949325561523,27.355371475219727,27.644628524780273,23.336088180541992,7981719,28.355371589660646,,-0.0014924827137171581
2020-02-27,27.479337692260746,27.561983108520508,27.355371475219727,27.561983108520508,23.26632308959961,21789663,28.3198344039917,,-0.0029895650862402645
2020-03-01,27.190082550048828,27.190082550048828,26.735536575317383,26.983470916748047,22.77797508239746,15937816,28.276032752990723,,-0.020989498088532677
2020-03-02,27.06611442565918,27.39669418334961,27.06611442565918,27.107437133789062,22.88262367248535,14572666,28.229751739501953,,0.004594153858985983
2020-03-03,27.314048767089844,27.39669418334961,27.23140335083008,27.314048767089844,23.057031631469727,9742098,28.190908737182617,,0.007621953793752079
2020-03-04,27.190082550048828,27.355371475219727,27.06611442565918,27.314048767089844,23.057031631469727,10128925,28.15537155151367,,0.0
2020-03-05,27.314048767089844,27.438016891479492,27.23140335083008,27.27272605895996,23.022151947021484,4802784,28.116528549194335,,-0.001512873777236301
2020-03-08,26.363636016845703,26.363636016845703,24.710742950439453,24.79338836669922,20.929229736328125,28421368,28.02727233886719,,-0.09090905276211658
2020-03-09,22.314048767089844,23.677684783935547,22.314048767089844,23.429752349853516,19.778120040893555,41132955,27.914875679016113,,-0.054999986152648894
2020-03-10,24.132230758666992,25.74380111694336,24.132230758666992,25.74380111694336,21.731515884399418,31647450,27.84710708618164,,0.09876539591782385
2020-03-11,26.033056259155273,26.033056259155273,24.049585342407227,24.545454025268555,20.719934463500977,27448991,27.75785087585449,,-0.046548957018088144
2020-03-12,23.966941833496097,24.46280860900879,23.14049530029297,23.966941833496097,20.23158836364746,25603130,27.65619800567627,,-0.023569015719851927
2020-03-15,23.92561912536621,24.58677673339844,23.595041275024418,23.71900749206543,20.022296905517575,19211347,27.559503784179686,,-0.010344846795770857
2020-03-16,23.223140716552734,23.388429641723633,22.851238250732425,22.97520637512207,19.39441680908203,15051263,27.448759994506837,,-0.031358863442839224
2020-03-17,22.97520637512207,24.58677673339844,22.97520637512207,24.049585342407227,20.301349639892575,20313512,27.36198310852051,,0.04676253826596799
2020-03-18,24.049585342407227,24.752065658569336,23.92561912536621,23.966941833496097,20.23158836364746,16004656,27.27603271484375,,-0.0034363797851184597
2020-03-19,23.84297561645508,24.46280860900879,23.595041275024418,24.25619888305664,20.528003692626953,19234391,27.18264430999756,,0.012069001192145379
2020-03-22,24.008264541625977,24.338842391967773,23.760330200195312,23.884296417236328,20.21326065063477,8682535,27.08512363433838,,-0.015332264861997458
2020-03-23,23.884296417236328,23.884296417236328,23.55371856689453,23.636362075805664,20.003433227539062,6432514,26.983470726013184,,-0.010380642456427558
2020-03-24,24.09090805053711,24.66942024230957,24.09090805053711,24.380165100097656,20.632915496826172,12125193,26.895040969848633,,0.03146859156694659
2020-03-25,24.79338836669922,25.0,24.132230758666992,24.46280860900879,20.702856063842773,23931994,26.8107434463501,,0.0033897846290960043
2020-03-26,24.504131317138672,24.79338836669922,24.504131317138672,24.710742950439453,20.91268539428711,6766584,26.7330574798584,,0.010135154364055987
2020-03-29,24.62809944152832,24.83470916748047,24.21487617492676,24.710742950439453,20.91268539428711,8134082,26.659503746032716,,0.0
2020-03-30,24.752065658569336,24.83470916748047,24.62809944152832,24.752065658569336,20.947656631469727,5762749,26.582644233703615,,0.0016722568080109745
2020-03-31,24.710742950439453,25.0,24.710742950439453,24.91735458374023,21.087535858154297,8024432,26.509916954040527,,0.006677783076810329
2020-04-01,24.876033782958984,25.41322326660156,24.710742950439453,25.28925514221191,21.40227508544922,11589101,26.44628059387207,,0.014925362851896162
2020-04-02,25.57851219177246,26.15702438354492,25.57851219177246,26.15702438354492,22.13666725158691,17442775,26.399999618530273,,0.03431375247919255
2020-04-05,26.48760223388672,26.90082550048828,26.033056259155273,26.033056259155273,22.031755447387695,29136819,26.353718605041504,,-0.004739381764985118
2020-04-06,26.239669799804688,26.446279525756836,26.033056259155273,26.404958724975582,22.34649658203125,7230047,26.31570209503174,,0.014285778132159033
2020-04-07,26.404958724975582,26.446279525756836,26.198347091674805,26.446279525756836,22.3814697265625,7361770,26.278512001037598,,0.0015648879141088035
2020-04-08,26.446279525756836,26.446279525756836,26.239669799804688,26.446279525756836,22.3814697265625,6699503,26.238842544555663,,0.0
2020-04-09,26.446279525756836,26.570247650146484,26.363636016845703,26.48760223388672,22.41643524169922,9647112,26.204131774902343,,0.0015625149877749323
2020-04-12,26.446279525756836,26.446279525756836,25.95041275024414,26.15702438354492,22.13666725158691,8958566,26.166115226745607,,-0.012480474730131585
2020-04-13,26.198347091674805,26.280990600585938,25.661157608032227,25.702478408813477,21.75198554992676,8978691,26.119007759094238,,-0.017377587299929664
2020-04-14,25.78512382507324,25.991735458374023,25.537189483642575,25.702478408813477,21.75198554992676,7166278,26.073553199768067,,0.0
2020-04-15,25.661157608032227,25.661157608032227,25.24793243408203,25.37190055847168,21.47222328186035,5359154,26.024792861938476,,-0.012861711041392776
2020-04-16,25.330577850341797,25.330577850341797,24.710742950439453,24.79338836669922,20.982627868652344,9234436,25.968594512939454,,-0.022801295095699725
2020-04-19,24.83470916748047,25.041322708129883,24.79338836669922,24.91735458374023,21.087535858154297,5658347,25.9041316986084,,0.004999970766702999
2020-04-20,24.83470916748047,24.83470916748047,24.58677673339844,24.79338836669922,20.982627868652344,4886326,25.844627571105956,,-0.004975095434966659
2020-04-21,24.380165100097656,24.58677673339844,23.92561912536621,24.29751968383789,20.562971115112305,7244393,25.777685394287108,,-0.020000036926269615
2020-04-22,23.966941833496097,24.710742950439453,23.966941833496097,24.545454025268555,20.77280044555664,7185288,25.71983413696289,,0.010204100857075682
2020-04-23,24.79338836669922,24.958677291870117,24.66942024230957,24.79338836669922,20.982627868652344,5664648,25.66859447479248,,0.010101028939021761
2020-04-26,25.041322708129883,25.661157608032227,24.876033782958984,25.537189483642575,21.612104415893555,6697454,25.632230834960936,,0.029999978459675836
2020-04-27,25.537189483642575,25.702478408813477,25.24793243408203,25.454544067382812,21.542160034179688,5704086,25.5942142868042,,-0.0032362768938491993
2020-04-28,25.330577850341797,25.495866775512695,25.24793243408203,25.37190055847168,21.47222328186035,3756876,25.55289196014404,,-0.003246709455583252
2020-04-29,25.41322326660156,25.619834899902344,25.41322326660156,25.57851219177246,21.647075653076172,4098787,25.512396087646483,,0.008143325046723549
2020-04-30,25.661157608032227,26.239669799804688,25.661157608032227,26.15702438354492,22.13666725158691,10318469,25.479338226318358,,0.022617116563900197
2020-05-03,24.79338836669922,24.958677291870117,24.504131317138672,24.79338836669922,20.982627868652344,10301328,25.412396087646485,,-0.05213268898061463
2020-05-04,24.66942024230957,25.619834899902344,24.504131317138672,25.20661163330078,21.33233642578125,10440601,25.364462203979492,,0.016666671795315224
2020-05-05,25.661157608032227,26.07438087463379,25.619834899902344,25.867767333984375,21.89187240600586,13064143,25.32809856414795,,0.026229455600852436
2020-05-06,26.239669799804688,26.404958724975582,25.78512382507324,25.826446533203125,21.85690116882324,8286741,25.291734924316405,,-0.0015973856671798181
2020-05-07,25.661157608032227,25.78512382507324,25.330577850341797,25.619834899902344,21.68204689025879,7601435,25.252891960144044,,-0.008000002363281244
2020-05-10,25.826446533203125,25.95041275024414,25.702478408813477,25.74380111694336,21.786958694458008,3408792,25.22809856414795,,0.0048386813391014805
2020-05-11,25.454544067382812,25.74380111694336,24.91735458374023,25.537189483642575,21.612104415893555,5724594,25.19669361114502,,-0.008025684799312871
2020-05-12,25.619834899902344,26.033056259155273,25.537189483642575,25.867767333984375,21.89187240600586,6202220,25.16776798248291,,0.012944958197281142
2020-05-13,25.95041275024414,26.07438087463379,25.867767333984375,25.909090042114254,21.92683982849121,5108868,25.139668807983398,,0.0015974594017471588
2020-05-14,25.909090042114254,25.95041275024414,25.74380111694336,25.95041275024414,21.961814880371097,5002475,25.113222541809083,,0.001594911595224513
2020-05-17,26.280990600585938,26.446279525756836,26.198347091674805,26.404958724975582,22.34649658203125,10217636,25.14545394897461,,0.017515943931456945
2020-05-18,26.446279525756836,26.85950469970703,26.446279525756836,26.735536575317383,22.62626075744629,14302220,25.211569633483887,,0.012519536719787228
2020-05-19,26.85950469970703,28.01652717590332,26.818180084228516,27.561983108520508,23.325685501098633,28810841,25.24793327331543,,0.03091191122627812
2020-05-20,27.644628524780273,27.809917449951172,27.06611442565918,27.27272605895996,23.080888748168945,12168289,25.30247871398926,,-0.010494783645343952
2020-05-21,27.60330581665039,27.644628524780273,27.23140335083008,27.27272605895996,23.382509231567383,19086462,25.368594398498534,,0.0
2020-05-31,27.727272033691406,27.727272033691406,27.190082550048828,27.27272605895996,23.63446044921875,10370850,25.439668769836427,,0.0
2020-06-01,27.23140335083008,27.314048767089844,27.148759841918945,27.190082550048828,23.562843322753903,8007592,25.52396629333496,,-0.003030262128269401
2020-06-02,27.190082550048828,27.23140335083008,26.85950469970703,26.983470916748047,23.3837947845459,7188626,25.582644004821777,,-0.007598786539925739
2020-06-03,27.107437133789062,27.190082550048828,26.85950469970703,27.06611442565918,23.455413818359375,7497426,25.644627456665038,,0.0030627456773857364
2020-06-04,26.983470916748047,27.02479362487793,26.570247650146484,26.611570358276367,23.061504364013672,8375045,25.691734886169435,,-0.01679384267111117
2020-06-07,26.818180084228516,26.983470916748047,26.735536575317383,26.776859283447266,23.204748153686523,4273229,25.74958614349365,,0.006211167659239347
2020-06-08,26.6942138671875,26.776859283447266,26.570247650146484,26.652891159057617,23.097318649291992,8484823,25.80991672515869,,-0.0046296738193744025
2020-06-09,26.5289249420166,26.6942138671875,26.5289249420166,26.6942138671875,23.133127212524418,5510463,25.856197700500488,,0.0015504024641559422
2020-06-10,26.652891159057617,26.6942138671875,26.570247650146484,26.6942138671875,23.133127212524418,3905258,25.900825805664063,,0.0
2020-06-11,26.611570358276367,26.735536575317383,26.48760223388672,26.735536575317383,23.168933868408203,4608683,25.94132167816162,,0.0015480024373624168
2020-06-14,26.652891159057617,26.6942138671875,26.570247650146484,26.652891159057617,23.097318649291992,3798502,25.980164642333985,,-0.003091219659158262
2020-06-15,26.611570358276367,26.6942138671875,26.570247650146484,26.652891159057617,23.097318649291992,4697861,26.01818115234375,,0.0
2020-06-16,26.6942138671875,27.190082550048828,26.6942138671875,26.90082550048828,23.312175750732425,9408425,26.05785057067871,,0.009302343222393983
2020-06-17,26.942148208618164,27.02479362487793,26.85950469970703,26.983470916748047,23.3837947845459,6370152,26.091734886169434,,0.003072226027348801
2020-06-18,26.942148208618164,27.355371475219727,26.942148208618164,27.355371475219727,23.706085205078125,31011717,26.11570182800293,,0.01378253226277315
2020-06-21,27.438016891479492,27.438016891479492,27.190082550048828,27.190082550048828,23.562843322753903,5584567,26.138842353820802,,-0.00604228406551266
2020-06-22,27.190082550048828,27.23140335083008,26.983470916748047,27.107437133789062,23.491228103637695,6643440,26.15289192199707,,-0.0030395426754457056
2020-06-23,27.107437133789062,27.23140335083008,26.942148208618164,27.190082550048828,23.562843322753903,4798205,26.16776798248291,,0.003048809662524299
2020-06-24,27.148759841918945,27.190082550048828,27.06611442565918,27.107437133789062,23.491228103637695,4166927,26.180991134643556,,-0.0030395426754457056
2020-06-25,26.983470916748047,27.06611442565918,26.942148208618164,27.02479362487793,23.41960906982422,5033468,26.19173496246338,,-0.0030487392999657414
2020-06-28,26.942148208618164,27.02479362487793,26.90082550048828,26.942148208618164,23.34798812866211,2740231,26.207437438964845,,-0.0030581331131308565
2020-06-29,26.942148208618164,27.02479362487793,26.90082550048828,26.983470916748047,23.3837947845459,3881170,26.233057289123536,,0.0015337569896027858
2020-06-30,26.983470916748047,27.02479362487793,26.85950469970703,26.85950469970703,23.2763671875,4651056,26.256197814941405,,-0.004594153858986094
2020-07-01,26.818180084228516,27.02479362487793,26.776859283447266,27.02479362487793,23.41960906982422,2985566,26.28925567626953,,0.006153833699424238
2020-07-02,26.983470916748047,27.190082550048828,26.983470916748047,27.190082550048828,23.562843322753903,5889084,26.337189559936522,,0.006116195648530054
2020-07-05,27.148759841918945,27.190082550048828,27.06611442565918,27.107437133789062,23.491228103637695,4805340,26.3809912109375,,-0.0030395426754457056
2020-07-06,27.06611442565918,27.355371475219727,27.02479362487793,27.23140335083008,23.598649978637695,11523539,26.429751510620118,,0.004573144131228002
2020-07-07,27.23140335083008,27.644628524780273,27.190082550048828,27.438016891479492,23.77770233154297,13568684,26.49256145477295,,0.007587326219936186
2020-07-08,27.438016891479492,27.561983108520508,27.355371475219727,27.479337692260746,23.813512802124023,6823309,26.551239128112794,,0.0015059689242369334
